N0.,DOI or website,Journal name,Article name,Country,Year,Province,City,Publish year,Location,Longtitude,latitude,SOC,Type of microbial fertilizers,Application（kg/hm2）,Types of microorganisms,n1,Yield1,Yield_SD1,Output_value1,Output_value_SD1,Net_profit1,Net_profit_SD1,Output_input_ratio1,Output_input_ratio_SD1,n2,Yield2,Yield_SD2,Output_value2,Output_value_SD2,Net_profit2,Net_profit_SD2,Output_input_ratio2,Output_input_ratio_SD2
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,132,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,3275.1,72.422116,48881.55,82.99910849,45877.8,847.9700298,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,148.5,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,2785.95,61.60556748,48557.1,82.44820409,45343.35,838.0916664,NA,NA
36,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrOzQyoFabBMf0d6NQIn1Bvd5ElOJ7uDc8sk3jZcGf-I3Sd-f4DmprV2OnUghhnhO1Sz7WL-9LOeD9sjqlKFg_sXRUsrubFFfHEhlDQ_XZhtvzeZdoofqjWF0sEAUzjHMOKQBFkaFzJEa_2Tbudm383hunUDr8htynaptSFfpdEzL_UBWOIc9Jk&uniplatform=NZKPT&language=CHS,Shanxi Normal University (Master Thesis),Effects of adding microbial agents on yield and quality of tobacco,China,2018,Shanxi,Linfen,2020,"Tobacco Planting Base, Beiziyuan, Linfen City, Shanxi Province",110.8525,36.192,10.03480278,Microbial Inoculant,165,Bacillus mucilaginosus,3,3275.1,45.29783244,56916.13,115.3931106,55592.38,885.0035808,NA,NA,3,2553.1,56.45656754,38175.43,64.82050295,34751.68,642.3233705,NA,NA
37,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqc1qw7XCzX9nQAPacBgNjZHuX_XIvcoT1MX8l-z94FNZAXthptTD7CYRxMlEfv_d6diGzMjsskzvmAAcdZ6amQ8kD56S6vYFAXJk_Noqm9uzmTrtvxBczE2mGaZa_hFizh3IZ6wapaRScZSpHY3yxRLhQx0xLd-XGIWhL1ZONxkA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Study on the Application Effects of Different Bio-Compound Fertilizers on Soybean,China,NA,Henan,Zhoukou,2010,"Second Branch Experimental Plot, Huangfanqu Farm",114.48,33.7628,8.642691415,Bio-Compound Fertilizer,300,NA,3,2685.42,37.14198198,NA,NA,NA,NA,NA,NA,3,2832.64,62.63802102,NA,NA,NA,NA,NA,NA
37,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqc1qw7XCzX9nQAPacBgNjZHuX_XIvcoT1MX8l-z94FNZAXthptTD7CYRxMlEfv_d6diGzMjsskzvmAAcdZ6amQ8kD56S6vYFAXJk_Noqm9uzmTrtvxBczE2mGaZa_hFizh3IZ6wapaRScZSpHY3yxRLhQx0xLd-XGIWhL1ZONxkA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Study on the Application Effects of Different Bio-Compound Fertilizers on Soybean,China,NA,Henan,Zhoukou,2010,"Second Branch Experimental Plot, Huangfanqu Farm",114.48,33.7628,8.642691415,Jinkuezi Compound Microbial Fertilizer,300,NA,3,2685.42,37.14198198,NA,NA,NA,NA,NA,NA,3,2997.82,66.29063778,NA,NA,NA,NA,NA,NA
37,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqc1qw7XCzX9nQAPacBgNjZHuX_XIvcoT1MX8l-z94FNZAXthptTD7CYRxMlEfv_d6diGzMjsskzvmAAcdZ6amQ8kD56S6vYFAXJk_Noqm9uzmTrtvxBczE2mGaZa_hFizh3IZ6wapaRScZSpHY3yxRLhQx0xLd-XGIWhL1ZONxkA==&uniplatform=NZKPT&language=CHS,Modern Agricultural Science and Technology,Study on the Application Effects of Different Bio-Compound Fertilizers on Soybean,China,NA,Henan,Zhoukou,2010,"Second Branch Experimental Plot, Huangfanqu Farm",114.48,33.7628,8.642691415,Jinkuezi Compound Microbial Fertilizer,300,NA,3,2685.42,37.14198198,NA,NA,NA,NA,NA,NA,3,2913.89,64.43469805,NA,NA,NA,NA,NA,NA
38,https://doi.org/10.6048/j.issn.1001-4330.2021.06.004,Xinjiang Agricultural Sciences,Effects of Compound Microbial Fertilizer on Cotton Growth and Yield,China,2019,Xinjiang,NA,2021,"Experimental Base, Jinbo Seed Industry Center, 5th Division, Xinjiang Production and Construction Corps",82.593,45.434,4.564965197,Compound Microbial Fertilizer,150,Bacillus amyloliquefaciens,3,5666.8,104.11,NA,NA,NA,NA,NA,NA,3,5983.65,102.24,NA,NA,NA,NA,NA,NA
38,https://doi.org/10.6048/j.issn.1001-4330.2021.06.004,Xinjiang Agricultural Sciences,Effects of Compound Microbial Fertilizer on Cotton Growth and Yield,China,2019,Xinjiang,NA,2021,"Experimental Base, Jinbo Seed Industry Center, 5th Division, Xinjiang Production and Construction Corps",82.593,45.434,4.564965197,Compound Microbial Fertilizer,300,Bacillus amyloliquefaciens,3,5666.8,104.11,NA,NA,NA,NA,NA,NA,3,6293.75,99.05,NA,NA,NA,NA,NA,NA
38,https://doi.org/10.6048/j.issn.1001-4330.2021.06.004,Xinjiang Agricultural Sciences,Effects of Compound Microbial Fertilizer on Cotton Growth and Yield,China,2019,Xinjiang,NA,2021,"Experimental Base, Jinbo Seed Industry Center, 5th Division, Xinjiang Production and Construction Corps",82.593,45.434,4.564965197,Compound Microbial Fertilizer,450,Bacillus amyloliquefaciens,3,5666.8,104.11,NA,NA,NA,NA,NA,NA,3,6475.75,94.48,NA,NA,NA,NA,NA,NA
38,https://doi.org/10.6048/j.issn.1001-4330.2021.06.004,Xinjiang Agricultural Sciences,Effects of Compound Microbial Fertilizer on Cotton Growth and Yield,China,2019,Xinjiang,NA,2021,"Experimental Base, Jinbo Seed Industry Center, 5th Division, Xinjiang Production and Construction Corps",82.593,45.434,4.564965197,Compound Microbial Fertilizer,600,Bacillus amyloliquefaciens,3,5666.8,104.11,NA,NA,NA,NA,NA,NA,3,6136.05,96.2,NA,NA,NA,NA,NA,NA
39,https://doi.org/10.16313/j.cnki.nykjyzb.2017.09.006,Agricultural Science & Technology and Equipment,Preliminary Report on the Fertilizer Efficiency of Compound Microbial Fertilizer on Cucumber,China,2016,Liaoning,Haicheng,2017,"Xixiang Village, Xiangtang Management District, Haicheng City",112.73,40.9,12.0649652,Compound Microbial Fertilizer,900,NA,3,81891,1132.632529,NA,NA,NA,NA,NA,NA,3,83041.5,1836.292371,NA,NA,NA,NA,NA,NA
39,https://doi.org/10.16313/j.cnki.nykjyzb.2017.09.006,Agricultural Science & Technology and Equipment,Preliminary Report on the Fertilizer Efficiency of Compound Microbial Fertilizer on Cucumber,China,2016,Liaoning,Haicheng,2017,"Xixiang Village, Xiangtang Management District, Haicheng City",112.73,40.9,12.0649652,Compound Microbial Fertilizer,900,NA,3,81891,1132.632529,NA,NA,NA,NA,NA,NA,3,87694.5,1939.183918,NA,NA,NA,NA,NA,NA
40, https://doi.org/10.14070/j.cnki.15-1098.2013.04.057,Modern Agriculture,Application Effect of Heyang Compound Microbes on Soybean,China,NA,Henan,Zhoukou,2013,"Fengsheng Agricultural Demonstration Field Experimental Plot, Huangfanqu Farm",114.78,33.7915,7.482598608,Compound Microbial Fertilizer,NA,NA,3,2461.5,34.04494964,NA,NA,NA,NA,NA,NA,3,2928,64.74671175,NA,NA,NA,NA,NA,NA
41,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrKVw_u4uO7OMXpV8x_MVj1L9mV2b861POXm_X_RFsvRMzN1YaVyqElgs6l3XF-6CQT6FBPa2PNA-ridQ8dvAWZxcDz6DxwWMarSuOh3L8Je_rLWuWBrV9dH3oIJaIUcBG_mgaO64fcg5aE31o0arniTsPeQ-ubiVXWYfbfvyH7mg==&uniplatform=NZKPT&language=CHS,Bulletin of Agricultural Science and Technology,Experimental Study on the Application of Puli Compound Microbial Fertilizer on Cucumber,China,NA,Shandong,Zibo,2011,"Gaoyang Vegetable Science and Technology Demonstration Garden, Linzi District",118.3715,36.919,NA,Compound Microbial Fertilizer,80kg/66.7㎡,NA,3,63657,880.4384964,106943.76,216.820313,NA,NA,NA,NA,3,68938.5,1524.433466,115816.68,196.6525445,NA,NA,NA,NA
42,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoUNGo582M46ruPjT0Zkzp_uj_hiJqVjrzsJEGg2DqLEHJ71XVG6YO9hGaplAE3hbGlaIMR4gOoAt4HpK1pbmlVtwAvN3Kr-x1kHwooq_Kz0g_LJh1jzXQc6k6IKSij1jAbkPrpvpETr2V6hrX3HcL75hdOnDdZ5oqE1HwOaGYtLH7R87cg1K1q&uniplatform=NZKPT&language=CHS,Shandong Agricultural University (Master Thesis),Study on effects of four new types microbiological fertilizer on grow and yield of cucumber in greenhouse,China,2019,Shandong,Taian,2020,"Science and Technology Innovation Park, South Campus, Shandong Agricultural University",117.14,36.1662,21.34570766,PGPR Plant Growth-Promoting Rhizobacteria Agent,75L/hm2,NA,3,125614.2,128.94,390417.6,791.541893,376842.6,5999.15043,NA,NA,3,138476.1,167.2,430203.3,730.4696837,415428.3,7678.457728,NA,NA
42,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoUNGo582M46ruPjT0Zkzp_uj_hiJqVjrzsJEGg2DqLEHJ71XVG6YO9hGaplAE3hbGlaIMR4gOoAt4HpK1pbmlVtwAvN3Kr-x1kHwooq_Kz0g_LJh1jzXQc6k6IKSij1jAbkPrpvpETr2V6hrX3HcL75hdOnDdZ5oqE1HwOaGYtLH7R87cg1K1q&uniplatform=NZKPT&language=CHS,Shandong Agricultural University (Master Thesis),Study on effects of four new types microbiological fertilizer on grow and yield of cucumber in greenhouse,China,2019,Shandong,Taian,2020,"Science and Technology Innovation Park, South Campus, Shandong Agricultural University",117.14,36.1662,21.34570766,PGPR Plant Growth-Promoting Rhizobacteria Agent,112.5kg/hm2,Paenibacillus polymyxa and Bacillus amyloliquefaciens,3,125614.2,128.94,390417.6,791.541893,376842.6,5999.15043,NA,NA,3,142479.75,561.3,441839.25,750.227107,427439.25,7900.458905,NA,NA
42,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoUNGo582M46ruPjT0Zkzp_uj_hiJqVjrzsJEGg2DqLEHJ71XVG6YO9hGaplAE3hbGlaIMR4gOoAt4HpK1pbmlVtwAvN3Kr-x1kHwooq_Kz0g_LJh1jzXQc6k6IKSij1jAbkPrpvpETr2V6hrX3HcL75hdOnDdZ5oqE1HwOaGYtLH7R87cg1K1q&uniplatform=NZKPT&language=CHS,Shandong Agricultural University (Master Thesis),Study on effects of four new types microbiological fertilizer on grow and yield of cucumber in greenhouse,China,2019,Shandong,Taian,2020,"Science and Technology Innovation Park, South Campus, Shandong Agricultural University",117.14,36.1662,21.34570766,Polymorphic Microbial Fertilizer,2700kg/hm2,NA,3,125614.2,128.94,390417.6,791.541893,376842.6,5999.15043,NA,NA,3,137179.95,188.34,429689.85,729.5978641,412889.85,7631.538967,NA,NA
42,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoUNGo582M46ruPjT0Zkzp_uj_hiJqVjrzsJEGg2DqLEHJ71XVG6YO9hGaplAE3hbGlaIMR4gOoAt4HpK1pbmlVtwAvN3Kr-x1kHwooq_Kz0g_LJh1jzXQc6k6IKSij1jAbkPrpvpETr2V6hrX3HcL75hdOnDdZ5oqE1HwOaGYtLH7R87cg1K1q&uniplatform=NZKPT&language=CHS,Shandong Agricultural University (Master Thesis),Study on effects of four new types microbiological fertilizer on grow and yield of cucumber in greenhouse,China,2019,Shandong,Taian,2020,"Science and Technology Innovation Park, South Campus, Shandong Agricultural University",117.14,36.1662,21.34570766,Active Yeast Extract,225kg/hm2,NA,3,125614.2,128.94,390417.6,791.541893,376842.6,5999.15043,NA,NA,3,145422.45,44.05,451642.35,766.8724172,436267.35,8063.630728,NA,NA
43,https://doi.org/10.16313/j.cnki.nykjyzb.2015.05.009,Agricultural Science & Technology and Equipment,Preliminary Results of the Yield-Increasing Effect of Microbial Fertilizer on Cucumber,China,2014,Liaoning,Haicheng,2015,"Dongshang Village, Ganjing Town, Haicheng City",122.56,40.8159,13.10904872,Microbial Fertilizer,NA,NA,3,81765,1130.889826,NA,NA,NA,NA,NA,NA,3,87540,1935.767468,NA,NA,NA,NA,NA,NA
43,https://doi.org/10.16313/j.cnki.nykjyzb.2015.05.009,Agricultural Science & Technology and Equipment,Preliminary Results of the Yield-Increasing Effect of Microbial Fertilizer on Cucumber,China,2014,Liaoning,Liaoyang,2015,"Xiheishan Village, Gucheng Street, Dengta City, Liaoyang City; Dongshang Village, Wang Town",123.24,41.433,18.61948956,Microbial Fertilizer,NA,NA,3,93690,1295.824226,NA,NA,NA,NA,NA,NA,3,101430,2242.916316,NA,NA,NA,NA,NA,NA
44,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqJKyAaXS110iQWibCcOxNUW-nCrpa9BSZrzX7-M1OAGLTomSzBZ0-GciIPE1r_gBTG-r-13D8lymzSU13zfgcS1ekdiSvEUwin5UQC7jFdBcUNhLj3_lL9g1BKpalmDbnAJYkDROwT8r-cV684KHaES5-WaeX7GHHk0h96ksSmXw==&uniplatform=NZKPT&language=CHS,Xinjiang Farm Research of Science and Technology,Effects of Microbial Fertilizer on Cotton Growth and Yield,China,NA,Xinjiang,Shihezi,2013,"Company 9, Branch 6, Shihezi General Farm",86.17,44.3392,NA,Microbial Fertilizer,375,NA,3,6197.7,85.72024553,NA,NA,NA,NA,NA,NA,3,5722.95,126.5512958,NA,NA,NA,NA,NA,NA
44,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqJKyAaXS110iQWibCcOxNUW-nCrpa9BSZrzX7-M1OAGLTomSzBZ0-GciIPE1r_gBTG-r-13D8lymzSU13zfgcS1ekdiSvEUwin5UQC7jFdBcUNhLj3_lL9g1BKpalmDbnAJYkDROwT8r-cV684KHaES5-WaeX7GHHk0h96ksSmXw==&uniplatform=NZKPT&language=CHS,Xinjiang Farm Research of Science and Technology,Effects of Microbial Fertilizer on Cotton Growth and Yield,China,NA,Xinjiang,Shihezi,2013,"Company 8, 126th Regiment, 7th Division",86.21,45.085,NA,Microbial Fertilizer,375,NA,3,5983.5,82.75765027,NA,NA,NA,NA,NA,NA,3,4768.5,105.4455925,NA,NA,NA,NA,NA,NA
44,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqJKyAaXS110iQWibCcOxNUW-nCrpa9BSZrzX7-M1OAGLTomSzBZ0-GciIPE1r_gBTG-r-13D8lymzSU13zfgcS1ekdiSvEUwin5UQC7jFdBcUNhLj3_lL9g1BKpalmDbnAJYkDROwT8r-cV684KHaES5-WaeX7GHHk0h96ksSmXw==&uniplatform=NZKPT&language=CHS,Xinjiang Farm Research of Science and Technology,Effects of Microbial Fertilizer on Cotton Growth and Yield,China,NA,Xinjiang,Shihezi,2013,"105th Regiment, 6th Division",86.31,44.4442,NA,Microbial Fertilizer,375,NA,3,6420,88.79487169,NA,NA,NA,NA,NA,NA,3,5821.5,128.7305268,NA,NA,NA,NA,NA,NA
44,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqJKyAaXS110iQWibCcOxNUW-nCrpa9BSZrzX7-M1OAGLTomSzBZ0-GciIPE1r_gBTG-r-13D8lymzSU13zfgcS1ekdiSvEUwin5UQC7jFdBcUNhLj3_lL9g1BKpalmDbnAJYkDROwT8r-cV684KHaES5-WaeX7GHHk0h96ksSmXw==&uniplatform=NZKPT&language=CHS,Xinjiang Farm Research of Science and Technology,Effects of Microbial Fertilizer on Cotton Growth and Yield,China,NA,Xinjiang,Shihezi,2013,"Company 37, 121st Regiment, Shihezi",86.12,44.2136,NA,Microbial Fertilizer,375,NA,3,5655,78.21417436,NA,NA,NA,NA,NA,NA,3,4797,106.0758116,NA,NA,NA,NA,NA,NA
44,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqJKyAaXS110iQWibCcOxNUW-nCrpa9BSZrzX7-M1OAGLTomSzBZ0-GciIPE1r_gBTG-r-13D8lymzSU13zfgcS1ekdiSvEUwin5UQC7jFdBcUNhLj3_lL9g1BKpalmDbnAJYkDROwT8r-cV684KHaES5-WaeX7GHHk0h96ksSmXw==&uniplatform=NZKPT&language=CHS,Xinjiang Farm Research of Science and Technology,Effects of Microbial Fertilizer on Cotton Growth and Yield,China,NA,Xinjiang,Shihezi,2013,"Company 19, 148th Regiment, Shihezi",86.33,44.3024,NA,Microbial Fertilizer,375,NA,3,6196.5,85.70364835,NA,NA,NA,NA,NA,NA,3,5325,117.7514481,NA,NA,NA,NA,NA,NA
45,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACq9edRqZVKMbScrghSqdKZ-qcO5W8pqP8tdko0kPKARMu6K_yEj3wtvwT6XLQRiTw8XoK0uQRJ5zs0lZZsWDarLkES6AWJRicA3w9AO8iIFGmIvcS9leU5OfNL8j9TESgwPkwA5HfYYwmwB3mVsWldrQ_pdVmkLpRYlhm6VYgKOFw==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,"Effects of ""Cai Laoda"" Microbial Fertilizer on Rosemary Yield",China,2003,Yunnan,Yuxi,2006,"Department of Horticulture, Yuxi Agricultural Vocational and Technical College",102.5,24.25,NA,Microbial Inoculant,30,NA,3,24138,333.8521204,36207,73.40692971,32545.5,518.1084897,9.888570258,0.009978766,3,26774,592.0520698,40158,68.18683529,33129,612.3309993,10.21442198,0.020482374
45,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACq9edRqZVKMbScrghSqdKZ-qcO5W8pqP8tdko0kPKARMu6K_yEj3wtvwT6XLQRiTw8XoK0uQRJ5zs0lZZsWDarLkES6AWJRicA3w9AO8iIFGmIvcS9leU5OfNL8j9TESgwPkwA5HfYYwmwB3mVsWldrQ_pdVmkLpRYlhm6VYgKOFw==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,"Effects of ""Cai Laoda"" Microbial Fertilizer on Rosemary Yield",China,2003,Yunnan,Yuxi,2006,"Department of Horticulture, Yuxi Agricultural Vocational and Technical College",102.5,24.25,NA,Microbial Inoculant,60,NA,3,24138,333.8521204,36207,73.40692971,32545.5,518.1084897,9.888570258,0.009978766,3,29190,645.4769521,43785,74.34535044,36207,669.2223879,10.42127811,0.02089717
45,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACq9edRqZVKMbScrghSqdKZ-qcO5W8pqP8tdko0kPKARMu6K_yEj3wtvwT6XLQRiTw8XoK0uQRJ5zs0lZZsWDarLkES6AWJRicA3w9AO8iIFGmIvcS9leU5OfNL8j9TESgwPkwA5HfYYwmwB3mVsWldrQ_pdVmkLpRYlhm6VYgKOFw==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,"Effects of ""Cai Laoda"" Microbial Fertilizer on Rosemary Yield",China,2003,Yunnan,Yuxi,2006,"Department of Horticulture, Yuxi Agricultural Vocational and Technical College",102.5,24.25,NA,Microbial Inoculant,60,NA,3,24138,333.8521204,36207,73.40692971,32545.5,518.1084897,9.888570258,0.009978766,3,31536,697.3539282,47304,80.3204855,39726,734.264882,15.15425276,0.030387923
45,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACq9edRqZVKMbScrghSqdKZ-qcO5W8pqP8tdko0kPKARMu6K_yEj3wtvwT6XLQRiTw8XoK0uQRJ5zs0lZZsWDarLkES6AWJRicA3w9AO8iIFGmIvcS9leU5OfNL8j9TESgwPkwA5HfYYwmwB3mVsWldrQ_pdVmkLpRYlhm6VYgKOFw==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,"Effects of ""Cai Laoda"" Microbial Fertilizer on Rosemary Yield",China,2003,Yunnan,Yuxi,2006,"Department of Horticulture, Yuxi Agricultural Vocational and Technical College",102.5,24.25,NA,Microbial Inoculant,90,NA,3,24138,333.8521204,36207,73.40692971,32545.5,518.1084897,9.888570258,0.009978766,3,34167,755.5330943,51250.5,87.02150012,43117.5,796.950764,11.46159007,0.022983246
45,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACq9edRqZVKMbScrghSqdKZ-qcO5W8pqP8tdko0kPKARMu6K_yEj3wtvwT6XLQRiTw8XoK0uQRJ5zs0lZZsWDarLkES6AWJRicA3w9AO8iIFGmIvcS9leU5OfNL8j9TESgwPkwA5HfYYwmwB3mVsWldrQ_pdVmkLpRYlhm6VYgKOFw==&uniplatform=NZKPT&language=CHS,Yunnan Agricultural Science and Technology,"Effects of ""Cai Laoda"" Microbial Fertilizer on Rosemary Yield",China,2003,Yunnan,Yuxi,2006,"Department of Horticulture, Yuxi Agricultural Vocational and Technical College",102.5,24.25,NA,Microbial Inoculant,90,NA,3,24138,333.8521204,36207,73.40692971,32545.5,518.1084897,9.888570258,0.009978766,3,34590,764.8868713,51885,88.09885824,43752,808.6783748,11.60348876,0.023267787
46,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqefCgIVZmg2i6Z94hIm_n0KzT9-Vg9mRCddEHPT1BGys0jQtD4sRCvo2c5piHcs_ZsYpfkCttTBaRzgrsum7aKMRGp84p_FSp2BceGM7Gj0qCuezHeDV82FnZ5x2UGz0zm2sOjwEyqLlj5o7BCtlWQ_G1rM5jRJNbfiB7qJ8v4CA==&uniplatform=NZKPT&language=CHS,Vegetables,Effects of 'Difulai' Active Cell Microorganism Fertilizer on Pepper in Greenhouse,China,2017,Hebei,Handan,2018,"Pengrui Vegetable Professional Cooperative, Cheng'an County, Handan City",114.78,36.4,7.412993039,Microbial Fertilizer,3000mL,Unicellular Algae,3,60754.5,840.294086,127590,258.6789892,106590,1696.860823,6.075714286,0.006131132,3,63615,1406.715187,133590,226.8310007,110340,2039.43984,5.745806452,0.011521724
46,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACqefCgIVZmg2i6Z94hIm_n0KzT9-Vg9mRCddEHPT1BGys0jQtD4sRCvo2c5piHcs_ZsYpfkCttTBaRzgrsum7aKMRGp84p_FSp2BceGM7Gj0qCuezHeDV82FnZ5x2UGz0zm2sOjwEyqLlj5o7BCtlWQ_G1rM5jRJNbfiB7qJ8v4CA==&uniplatform=NZKPT&language=CHS,Vegetables,Effects of 'Difulai' Active Cell Microorganism Fertilizer on Pepper in Greenhouse,China,2017,Hebei,Handan,2018,"Pengrui Vegetable Professional Cooperative, Cheng'an County, Handan City",114.78,36.4,7.412993039,Microbial Fertilizer,3000mL,Unicellular Algae,3,60754.5,840.294086,127590,258.6789892,106590,1696.860823,6.075714286,0.006131132,3,61975.5,1370.461009,130155,220.9984946,110655,2045.262058,6.674615385,0.01338421
47,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACrzTSYF3a9zH_kHMYUEGKlDVzHp-mAvsNuKVl9gxNIR40vQRsVXtqlPLa_qTTfEnvRuYshditZOyMoqeRxoyivKKWJYd_01gEbFSML2wYxRaO4AN4SUFNWARxdqEMNadD6MuL4KaXq2i8CrIgXiEflVf1jYNdGQiH8jZRPpa6axog==&uniplatform=NZKPT&language=CHS,Shanghai Agricultural Science and Technology,"A Preliminary Study on the Application Effect of ""Shidali"" Compound Microbial Fertilizer on Rice",China,2016,Jiangsu,Qunshan,2019,"Datang Agricultural Ecological Park, Qiandeng Town, Kunshan City",119.195,31.25,20.01160093,Compound Microbial Fertilizer,600,NA,3,8851.5,122.424892,28324.5,57.42576244,26220.75,417.4215538,13.46381462,0.013586621,3,9228,204.0582842,29529,50.13917673,27185.25,502.4712879,12.59904,0.025264107
48,https://kns.cnki.net/kcms2/article/abstract?v=rr6VKxMbACoveZ8CRm2RfSGdh9M4mef4_ykIXrIu5KC2fCfLKXSux4Lgn2uQlF2v7tiWD9EEbigG9B7fVm7dvg1I-KxoSEmGxc_LDXtsh9_mjwJ26Dmu7JUuQzrvoAs2Z__SiEzmeR1O-cgER3WDbpFRQNIeUyE70JHOpkeqAXEgV3GWHQKXmQ==&uniplatform=NZKPT&language=CHS,Shanghai Vegetables,"Study on the Application Effects of ""Zhenxi Selenium-Enriched Microbial Fertilizer + EM Microbial Agent"" in Cucumber Production",China,2020,Guangxi,Guilin,2021,"Wuliandong Greenhouse, Xiangshan Production Base, Guilin Academy of Agricultural Sciences, Guilin City, Guangxi Zhuang Autonomous Region",110.27,25.27,NA,Microbial Fertilizer,NA,NA,3,37158,513.9314396,111474,226.0050289,109314,1740.225575,NA,NA,3,45981,1016.775462,160933.5,273.2592773,153793.5,2842.60097,NA,NA
49,https://doi.org/10.16213/j.cnki.scjas.2021.1.016,Southwest China Journal of Agricultural Sciences,"Effects of Two Types of Microbial Fertilizers on the Growth, Development, and Fruit Quality of Summer Black Grapes",China,2019,Guangxi,Nanning,2021,"Mingyang Double-Cropping Grape Demonstration Orchard, Wuxu Town, Nanning City, Guangxi Zhuang Autonomous Region",108.240833,22.6097,19.77958237,Microbial Fertilizer,900,NA,3,15253.5,139.19,213549,432.9543025,110950.13,1766.271966,2.08,0.002098972,3,15549.3,209.28,233239.5,396.0322568,129101.76,2386.217806,2.24,0.004491739
49,https://doi.org/10.16213/j.cnki.scjas.2021.1.016,Southwest China Journal of Agricultural Sciences,"Effects of Two Types of Microbial Fertilizers on the Growth, Development, and Fruit Quality of Summer Black Grapes",China,2019,Guangxi,Nanning,2021,"Mingyang Double-Cropping Grape Demonstration Orchard, Wuxu Town, Nanning City, Guangxi Zhuang Autonomous Region",108.240833,22.6097,19.77958237,Microbial Fertilizer,1350,NA,3,15253.5,139.19,213549,432.9543025,110950.13,1766.271966,2.08,0.002098972,3,15945.5,219.28,255128,433.1981402,150396.75,2779.818051,2.44,0.004892787
49,https://doi.org/10.16213/j.cnki.scjas.2021.1.016,Southwest China Journal of Agricultural Sciences,"Effects of Two Types of Microbial Fertilizers on the Growth, Development, and Fruit Quality of Summer Black Grapes",China,2019,Guangxi,Nanning,2021,"Mingyang Double-Cropping Grape Demonstration Orchard, Wuxu Town, Nanning City, Guangxi Zhuang Autonomous Region",108.240833,22.6097,19.77958237,Microbial Fertilizer,1800,NA,3,15253.5,139.19,213549,432.9543025,110950.13,1766.271966,2.08,0.002098972,3,17556.5,207.83,316017,536.5854656,213414.5,3944.589756,3.08,0.006176141
