N0.,DOI or website,Journal name,Article name,Country,Year,Province,City,Publish year,Location,Longtitude,latitude,SOC,Type of microbial fertilizers,Application（kg/hm2）,Types of microorganisms,n1,Yield1,Yield_SD1,Output_value1,Output_value_SD1,Net_profit1,Net_profit_SD1,Output_input_ratio1,Output_input_ratio_SD1,n2,Yield2,Yield_SD2,Output_value2,Output_value_SD2,Net_profit2,Net_profit_SD2,Output_input_ratio2,Output_input_ratio_SD2
77,https://doi.org/10.15979/j.cnki.cn62-1057/s.2020.14.015,Agricultural Science-Technology and Information,Preliminary Report on the Fertilizer Efficacy of Zhifengling Brand Compound Microbial Fertilizer on Melon Production,China,NA,Gansu,Jiuquan,2020,"Sigong Village, Xihu Town, Guazhou County",95.7,40.52,NA,Compound Microbial Fertilizer,75,NA,3,45600,630.6925466,68400,138.6757807,63300,1007.705133,NA,NA,3,51775.5,1144.908939,77633,131.8180334,69563,1285.749081,NA,NA
78,https://doi.org/10.1007/s11356-020-12203-y,Environmental Science and Pollution Research,"Effects of different types of microbial inoculants on available nitrogen and phosphorus, soil microbial community, and wheat growth in high-P soil",China,2018,Shandong,Jinan,2021,,117.466667,35.5,NA,Rhizobium Inoculant,30,"Bacillus subtilis, Bacillus polymyxa",3,7780,1270,NA,NA,NA,NA,NA,NA,3,10380,280,NA,NA,NA,NA,NA,NA
78,https://doi.org/10.1007/s11356-020-12203-y,Environmental Science and Pollution Research,"Effects of different types of microbial inoculants on available nitrogen and phosphorus, soil microbial community, and wheat growth in high-P soil",China,2018,Shandong,Jinan,2021,,117.466667,35.5,NA,Functional Bacterial Inoculant,30,"Bacillus subtilis, Bacillus licheniformis",3,7780,1270,NA,NA,NA,NA,NA,NA,3,9040,440,NA,NA,NA,NA,NA,NA
78,https://doi.org/10.1007/s11356-020-12203-y,Environmental Science and Pollution Research,"Effects of different types of microbial inoculants on available nitrogen and phosphorus, soil microbial community, and wheat growth in high-P soil",China,2018,Shandong,Jinan,2021,,117.466667,35.5,NA,Stress-Resistant Microbial Inoculant,30,"Bacillus subtilis, Trichoderma sp.",3,7780,1270,NA,NA,NA,NA,NA,NA,3,9110,860,NA,NA,NA,NA,NA,NA
78,https://doi.org/10.1007/s11356-020-12203-y,Environmental Science and Pollution Research,"Effects of different types of microbial inoculants on available nitrogen and phosphorus, soil microbial community, and wheat growth in high-P soil",China,2018,Shandong,Jinan,2021,,117.466667,35.5,NA,Trichoderma Composite Material,30,Trichoderma sp.,3,7780,1270,NA,NA,NA,NA,NA,NA,3,9380,990,NA,NA,NA,NA,NA,NA
78,https://doi.org/10.1007/s11356-020-12203-y,Environmental Science and Pollution Research,"Effects of different types of microbial inoculants on available nitrogen and phosphorus, soil microbial community, and wheat growth in high-P soil",China,2018,Shandong,Jinan,2021,,117.466667,35.5,NA,Soil Remediator,30,"Actinomycetes, Bacillus sp.",3,7780,1270,NA,NA,NA,NA,NA,NA,3,8960,1040,NA,NA,NA,NA,NA,NA
78,https://doi.org/10.1007/s11356-020-12203-y,Environmental Science and Pollution Research,"Effects of different types of microbial inoculants on available nitrogen and phosphorus, soil microbial community, and wheat growth in high-P soil",China,2018,Shandong,Jinan,2021,,117.466667,35.5,NA,Microbial Inoculant,30,"Bacillus subtilis, Bacillus cereus",3,7780,1270,NA,NA,NA,NA,NA,NA,3,9930,490,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,BactoFil B10,3 L/ha,"Azotobacterium, Azospirillum lipoferum, Bacillus megaterium, Bacillus circulans, B. subspicatus, Pseudomonas fluorescens",4,15540.6,530.3516,NA,NA,NA,NA,NA,NA,4,17467.1,512.203,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,BactoFil B10,3 L/ha,"Azotobacterium, Azospirillum lipoferum, Bacillus megaterium, Bacillus circulans, B. subspicatus, Pseudomonas fluorescens",4,28813.6,983.3171,NA,NA,NA,NA,NA,NA,4,28732.3,842.5423,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,BactoFil B10,3 L/ha,"Azotobacterium, Azospirillum lipoferum, Bacillus megaterium, Bacillus circulans, B. subspicatus, Pseudomonas fluorescens",4,38204.5,1303.799,NA,NA,NA,NA,NA,NA,4,34187,1002.495,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,BactoFil B10,3 L/ha,"Azotobacterium, Azospirillum lipoferum, Bacillus megaterium, Bacillus circulans, B. subspicatus, Pseudomonas fluorescens",4,45801.4,1563.057,NA,NA,NA,NA,NA,NA,4,38410.7,1126.35,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,"EM effective 
microorganisms",3 L/ha,"Lactic Acid Bacteria (Lactobacillus casei, Streptococcus lactis), Photosynthetic Bacteria (Rhodopseudomonas palustris, Rhodobacter sp.), Yeast (Candida albicans, Candida auris), Actinomycetes (Streptomyces albus, Streptomyces griseus), Mold (Aspergillus oryzae, Mucor)",4,15540.6,530.3516,NA,NA,NA,NA,NA,NA,4,17037.5,499.6054,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,"EM effective 
microorganisms",3 L/ha,"Lactic Acid Bacteria (Lactobacillus casei, Streptococcus lactis), Photosynthetic Bacteria (Rhodopseudomonas palustris, Rhodobacter sp.), Yeast (Candida albicans, Candida auris), Actinomycetes (Streptomyces albus, Streptomyces griseus), Mold (Aspergillus oryzae, Mucor)",4,28813.6,983.3171,NA,NA,NA,NA,NA,NA,4,26133.7,766.3412,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,"EM effective 
microorganisms",3 L/ha,"Lactic Acid Bacteria (Lactobacillus casei, Streptococcus lactis), Photosynthetic Bacteria (Rhodopseudomonas palustris, Rhodobacter sp.), Yeast (Candida albicans, Candida auris), Actinomycetes (Streptomyces albus, Streptomyces griseus), Mold (Aspergillus oryzae, Mucor)",4,38204.5,1303.799,NA,NA,NA,NA,NA,NA,4,33596.8,985.1882,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,"EM effective 
microorganisms",3 L/ha,"Lactic Acid Bacteria (Lactobacillus casei, Streptococcus lactis), Photosynthetic Bacteria (Rhodopseudomonas palustris, Rhodobacter sp.), Yeast (Candida albicans, Candida auris), Actinomycetes (Streptomyces albus, Streptomyces griseus), Mold (Aspergillus oryzae, Mucor)",4,45801.4,1563.057,NA,NA,NA,NA,NA,NA,4,38945.3,1142.027,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,Soil fertilizer Ugmax,0.9 L/ha,"Yeast, Lactobacillus, Photosynthetic Bacteria, Azotobacter, Pseudomonas sp., Actinomycetes",4,15540.6,530.3516,NA,NA,NA,NA,NA,NA,4,16260,476.8061,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,Soil fertilizer Ugmax,0.9 L/ha,"Yeast, Lactobacillus, Photosynthetic Bacteria, Azotobacter, Pseudomonas sp., Actinomycetes",4,28813.6,983.3171,NA,NA,NA,NA,NA,NA,4,27765.6,814.1949,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,Soil fertilizer Ugmax,0.9 L/ha,"Yeast, Lactobacillus, Photosynthetic Bacteria, Azotobacter, Pseudomonas sp., Actinomycetes",4,38204.5,1303.799,NA,NA,NA,NA,NA,NA,4,34960.9,1025.189,NA,NA,NA,NA,NA,NA
79,https://doi.org/10.17221/7565-PSE,"Plant, Soil and Environment",Effect of nitrogen fertilization and microbial preparations on potato yielding,Poland,2006-2008,NA,NA,2014, the University of Agriculture in Krakow on Luvic Chernozem(位于 Luvic Chernozem 的克拉科夫农业大学),20.08,50.1167,NA,Soil fertilizer Ugmax,0.9 L/ha,"Yeast, Lactobacillus, Photosynthetic Bacteria, Azotobacter, Pseudomonas sp., Actinomycetes",4,45801.4,1563.057,NA,NA,NA,NA,NA,NA,4,39612.8,1161.601,NA,NA,NA,NA,NA,NA
80,https://doi.org/10.1007/s42106-023-00246-3,International Journal of Plant Production,Adjusting the?Fertilizer Application Structure for?Nutrient Saving  and?Yield Increase in?Potato,China,2021-2022,Shandong,Feicheng,2023,"Kongzhuang Village, Feicheng City, Shandong Province",116.56,36.09,8.642691415,Microbial Fertilizer,300,NA,3,41858.9,1158.8,NA,NA,NA,NA,NA,NA,3,50934.4,1196.8,NA,NA,NA,NA,NA,NA
80,https://doi.org/10.1007/s42106-023-00246-3,International Journal of Plant Production,Adjusting the?Fertilizer Application Structure for?Nutrient Saving  and?Yield Increase in?Potato,China,2021-2022,Shandong,Feicheng,2023,"Kongzhuang Village, Feicheng City, Shandong Province",116.56,36.09,8.642691415,Microbial Fertilizer,300,NA,3,51238.3,779,NA,NA,NA,NA,NA,NA,3,52935.7,589,NA,NA,NA,NA,NA,NA
80,https://doi.org/10.1007/s42106-023-00246-3,International Journal of Plant Production,Adjusting the?Fertilizer Application Structure for?Nutrient Saving  and?Yield Increase in?Potato,China,2021-2022,Shandong,Feicheng,2023,"Kongzhuang Village, Feicheng City, Shandong Province",116.56,36.09,8.642691415,Microbial Fertilizer,300,NA,3,50617.7,455.9,NA,NA,NA,NA,NA,NA,3,53929.9,132.9,NA,NA,NA,NA,NA,NA
80,https://doi.org/10.1007/s42106-023-00246-3,International Journal of Plant Production,Adjusting the?Fertilizer Application Structure for?Nutrient Saving  and?Yield Increase in?Potato,China,2021-2022,Shandong,Feicheng,2023,"Kongzhuang Village, Feicheng City, Shandong Province",116.56,36.09,8.642691415,Microbial Fertilizer,300,NA,3,49483.8,760,NA,NA,NA,NA,NA,NA,3,49794.3,341.9,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2017,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1759,60.02911,NA,NA,NA,NA,NA,NA,3,1790,52.48973,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2017,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1783,60.84816,NA,NA,NA,NA,NA,NA,3,1821,53.39877,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2017,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1829,62.41799,NA,NA,NA,NA,NA,NA,3,1881,55.1582,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2017,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1849,63.10053,NA,NA,NA,NA,NA,NA,3,1874,54.95293,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2018,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1777,60.64339,NA,NA,NA,NA,NA,NA,3,1828,53.60404,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2018,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1816,61.97434,NA,NA,NA,NA,NA,NA,3,1853,54.33713,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2018,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1873,63.91957,NA,NA,NA,NA,NA,NA,3,1934,56.71237,NA,NA,NA,NA,NA,NA
81,https://doi.org/10.18805/LR-622,Legume Research,Effects of Microbial Fertilizer and Vermicompost Applications on the Yield and Yield Related Parameters of Broad Bean (Vicia faba L.) under Eastern Mediterranean Highland Agroclimatic Conditions,Turkey,2018,NA,NA,2021,"Hilat University Experimental Field, Hilat Province, Turkey",38,40.8481,5.220417633,Legume Rhizobia,NA,Leguminous Rhizobium,3,1877,64.05608,NA,NA,NA,NA,NA,NA,3,1931,56.62439,NA,NA,NA,NA,NA,NA
82,https://doi.org/10.3390/agronomy13102488,Agronomy,"Effect of Chemical Fertilizer with Compound Microbial
Fertilizer on Soil Physical Properties and Soybean Yield",China,2022,Heilongjiang,NA,2023,"Experimental Field, Heshan Farm, Jiusan District, Heilongjiang Province",125.1,48.7167,8.874709977,Compound Microbial Fertilizer,2023.95,"Bacillus subtilis, Bacillus licheniformis, Bacillus megaterium, Bacillus megaterium, Escherichia coli, Bacillus sphaericus",4,3787.47,93.74,NA,NA,NA,NA,NA,NA,4,4264.6,73.6,NA,NA,NA,NA,NA,NA
82,https://doi.org/10.3390/agronomy13102488,Agronomy,"Effect of Chemical Fertilizer with Compound Microbial
Fertilizer on Soil Physical Properties and Soybean Yield",China,2022,Heilongjiang,NA,2023,"Experimental Field, Heshan Farm, Jiusan District, Heilongjiang Province",125.1,48.7167,8.874709977,Compound Microbial Fertilizer,2023.95,"Bacillus subtilis, Bacillus licheniformis, Bacillus megaterium, Bacillus megaterium, Escherichia coli, Bacillus sphaericus",4,3526.8,328,NA,NA,NA,NA,NA,NA,4,4247.33,91.66,NA,NA,NA,NA,NA,NA
82,https://doi.org/10.3390/agronomy13102488,Agronomy,"Effect of Chemical Fertilizer with Compound Microbial
Fertilizer on Soil Physical Properties and Soybean Yield",China,2021,Heilongjiang,NA,2023,"Experimental Field, Heshan Farm, Jiusan District, Heilongjiang Province",125.1,48.7167,10.40603248,Compound Microbial Fertilizer,2023.95,"Bacillus subtilis, Bacillus licheniformis, Bacillus megaterium, Bacillus megaterium, Escherichia coli, Bacillus sphaericus",4,3014.94,55.06,NA,NA,NA,NA,NA,NA,4,3407.44,183.44,NA,NA,NA,NA,NA,NA
82,https://doi.org/10.3390/agronomy13102488,Agronomy,"Effect of Chemical Fertilizer with Compound Microbial
Fertilizer on Soil Physical Properties and Soybean Yield",China,2021,Heilongjiang,NA,2023,"Experimental Field, Heshan Farm, Jiusan District, Heilongjiang Province",125.1,48.7167,10.40603248,Compound Microbial Fertilizer,2023.95,"Bacillus subtilis, Bacillus licheniformis, Bacillus megaterium, Bacillus megaterium, Escherichia coli, Bacillus sphaericus",4,3195.48,89.26,NA,NA,NA,NA,NA,NA,4,3366.25,250.14,NA,NA,NA,NA,NA,NA
83,https://doi.org/10.1007/s42729-020-00340-9,Journal of Soil Science and Plant Nutrition,"Effects of Compound Microbial Fertilizer on Soil Characteristics
and Yield of Wheat (Triticum aestivum L.)",China,2016,Henan,Anyang,2020,"Anyang City, Henan Province",114.39,36.1087,7.308584687,Compound Microbial Fertilizer,750,"Azospirillum arabicum, Bacillus subtilis, Bacillus licheniformis, Bacillus mucilaginosus",3,9216.5,640.55,NA,NA,NA,NA,NA,NA,3,9439.5,341.53,NA,NA,NA,NA,NA,NA
83,https://doi.org/10.1007/s42729-020-00340-9,Journal of Soil Science and Plant Nutrition,"Effects of Compound Microbial Fertilizer on Soil Characteristics
and Yield of Wheat (Triticum aestivum L.)",China,2016,Henan,Anyang,2020,"Anyang City, Henan Province",114.39,36.1087,7.308584687,Compound Microbial Fertilizer,900,"Azospirillum arabicum, Bacillus subtilis, Bacillus licheniformis, Bacillus mucilaginosus",3,9216.5,640.55,NA,NA,NA,NA,NA,NA,3,9109,101.3,NA,NA,NA,NA,NA,NA
83,https://doi.org/10.1007/s42729-020-00340-9,Journal of Soil Science and Plant Nutrition,"Effects of Compound Microbial Fertilizer on Soil Characteristics
and Yield of Wheat (Triticum aestivum L.)",China,2016,Henan,Anyang,2020,"Anyang City, Henan Province",114.39,36.1087,7.308584687,Compound Microbial Fertilizer,1050,"Azospirillum arabicum, Bacillus subtilis, Bacillus licheniformis, Bacillus mucilaginosus",3,9216.5,640.55,NA,NA,NA,NA,NA,NA,3,9523.5,307.51,NA,NA,NA,NA,NA,NA
84,https://doi.org/10.1016/j.still.2018.07.002,Soil & Tillage Research,"Effects of tillage practices and microbial agent applications on dry matter accumulation, yield and the soil microbial index of winter wheat in North China",China,NA,Shandong,NA,2018,"Yucheng Comprehensive Experimental Station, Chinese Academy of Sciences, Dezhou City, Shandong Province",116.36,36.95,8.700696056,Microbial Inoculant,NA,"Actinomycetes, Decomposing Bacteria, Bacillus subtilis",3,8590,1380,NA,NA,NA,NA,NA,NA,3,8190,1300,NA,NA,NA,NA,NA,NA
84,https://doi.org/10.1016/j.still.2018.07.002,Soil & Tillage Research,"Effects of tillage practices and microbial agent applications on dry matter accumulation, yield and the soil microbial index of winter wheat in North China",China,NA,Shandong,NA,2018,"Yucheng Comprehensive Experimental Station, Chinese Academy of Sciences, Dezhou City, Shandong Province",116.36,36.95,8.700696056,Microbial Inoculant,NA,"Actinomycetes, Decomposing Bacteria, Bacillus subtilis",3,8590,1380,NA,NA,NA,NA,NA,NA,3,9100,210,NA,NA,NA,NA,NA,NA
84,https://doi.org/10.1016/j.still.2018.07.002,Soil & Tillage Research,"Effects of tillage practices and microbial agent applications on dry matter accumulation, yield and the soil microbial index of winter wheat in North China",China,NA,Shandong,NA,2018,"Yucheng Comprehensive Experimental Station, Chinese Academy of Sciences, Dezhou City, Shandong Province",116.36,36.95,8.700696056,Microbial Inoculant,NA,"Actinomycetes, Decomposing Bacteria, Bacillus subtilis",3,8590,1380,NA,NA,NA,NA,NA,NA,3,8220,680,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2019,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,6000,"Bacillus subtilis, Pseudomonas putida",3,32304.2,631.3,NA,NA,NA,NA,NA,NA,3,37736.9,1288.2,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2019,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,9000,"Bacillus subtilis, Pseudomonas putida",3,32304.2,631.3,NA,NA,NA,NA,NA,NA,3,38722.1,631.6,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2019,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,6000,"Bacillus subtilis, Pseudomonas putida",3,32304.2,631.3,NA,NA,NA,NA,NA,NA,3,29096.2,1339.3,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2019,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,9000,"Bacillus subtilis, Pseudomonas putida",3,32304.2,631.3,NA,NA,NA,NA,NA,NA,3,30157.6,581.5,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2020,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,6000,"Bacillus subtilis, Pseudomonas putida",3,33001.4,704.7,NA,NA,NA,NA,NA,NA,3,36501.1,1033,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2020,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,9000,"Bacillus subtilis, Pseudomonas putida",3,33001.4,704.7,NA,NA,NA,NA,NA,NA,3,38515.8,831.3,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2020,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,6000,"Bacillus subtilis, Pseudomonas putida",3,33001.4,704.7,NA,NA,NA,NA,NA,NA,3,33026.1,881.6,NA,NA,NA,NA,NA,NA
85,https://doi.org/10.3389/fmicb.2022.863325,Frontiers in Microbiology,Reduced Chemical Fertilizer Combined With Bio-Organic Fertilizer Affects the Soil Microbial Community and Yield and Quality of Lettuce,China,2020,Gansu,NA,2022,"Tianzhu County, Gansu Province",103.5,37.15,15.98607889,Bio-Organic Fertilizer,9000,"Bacillus subtilis, Pseudomonas putida",3,33001.4,704.7,NA,NA,NA,NA,NA,NA,3,34210.1,1284.2,NA,NA,NA,NA,NA,NA
86,https://doi.org/10.1038/s41598-020-76978-3,Scientifc Reports,Bio?fertilizer and rotten straw amendments alter the rhizosphere bacterial community andincrease oat productivity in a saline–alkaline environment,China,2016,Inner Mongolia,Hohhot,2020,"Zuoqi Hailiu Village, Hohhot City, Inner Mongolia",111.2,40.6917,7.726218097,Bio-Organic Fertilizer,1500,NA,3,551.917,85.208,NA,NA,NA,NA,NA,NA,3,916.707,104.933,NA,NA,NA,NA,NA,NA
86,https://doi.org/10.1038/s41598-020-76978-3,Scientifc Reports,Bio?fertilizer and rotten straw amendments alter the rhizosphere bacterial community andincrease oat productivity in a saline–alkaline environment,China,2016,Inner Mongolia,Hohhot,2020,"Zuoqi Hailiu Village, Hohhot City, Inner Mongolia",111.2,40.6917,7.726218097,Bio-Organic Fertilizer+straw,1500,NA,3,740.699,91.489,NA,NA,NA,NA,NA,NA,3,1487.56,143.5,NA,NA,NA,NA,NA,NA
87,https://doi.org/10.3390/agronomy13071775,Agronomy,"Influence of Bio-Fertilizer Type and Amount Jointly on
Microbial Community Composition, Crop Production and
Soil Health",China,NA,Hebei,Handan,2023,"Quzhou Experimental Station, China Agricultural University",115.1,36.8667,7.97,Not Available,NA,NA,3,826.464,24.21547,NA,NA,NA,NA,NA,NA,3,756.684,13.09612,NA,NA,NA,NA,NA,NA
87,https://doi.org/10.3390/agronomy13071775,Agronomy,"Influence of Bio-Fertilizer Type and Amount Jointly on
Microbial Community Composition, Crop Production and
Soil Health",China,NA,Hebei,Handan,2023,"Quzhou Experimental Station, China Agricultural University",115.01,36.8667,9.73,Not Available,NA,NA,3,1021.423,2.470966,NA,NA,NA,NA,NA,NA,3,976.9459,13.09612,NA,NA,NA,NA,NA,NA
88,https://doi.org/10.1155/2022/2611529,Applied and Environmental Soil Science,Improvement of Glutinous Corn and Watermelon Yield by Lime and Microbial Organic Fertilizers,Vietnam,2019,Le Vinh Thuc,Phung Hiep District,2022,Vietnamese Hà Giang Province Bình Hà District,105.83,10.7496,5.62,Bio-Organic Fertilizer,2000,"Azotobacter, Lactobacillus sp.",3,7941.1,196.32,NA,NA,NA,NA,NA,NA,3,7764.42,127.6,NA,NA,NA,NA,NA,NA
